time unit: s, DAT_ADC, DAT_ADC[9], DAT_ADC[8], DAT_ADC[7], DAT_ADC[6], DAT_ADC[5], DAT_ADC[4], DAT_ADC[3], DAT_ADC[2], DAT_ADC[1], DAT_ADC[0], OTR_ADC, KEY[0], ramv:inst16|q, ramv:inst16|q[7], ramv:inst16|q[6], ramv:inst16|q[5], ramv:inst16|q[4], ramv:inst16|q[3], ramv:inst16|q[2], ramv:inst16|q[1], ramv:inst16|q[0], ramv:inst19|q, ramv:inst19|q[7], ramv:inst19|q[6], ramv:inst19|q[5], ramv:inst19|q[4], ramv:inst19|q[3], ramv:inst19|q[2], ramv:inst19|q[1], ramv:inst19|q[0], Cnt_sin2cos:inst3|CntOutPhaseShift[0..9], Cnt_sin2cos:inst3|CntOutPhaseShift[9]~9, Cnt_sin2cos:inst3|CntOutPhaseShift[8]~8, Cnt_sin2cos:inst3|CntOutPhaseShift[7]~7, Cnt_sin2cos:inst3|CntOutPhaseShift[6]~6, Cnt_sin2cos:inst3|CntOutPhaseShift[5]~5, Cnt_sin2cos:inst3|CntOutPhaseShift[4]~4, Cnt_sin2cos:inst3|CntOutPhaseShift[3]~3, Cnt_sin2cos:inst3|CntOutPhaseShift[2]~2, Cnt_sin2cos:inst3|CntOutPhaseShift[1]~1, Cnt_sin2cos:inst3|CntOutPhaseShift[0]~0, Cnt_sin2cos:inst3|CntOut[0..9], Cnt_sin2cos:inst3|CntOut[9]~9, Cnt_sin2cos:inst3|CntOut[8]~8, Cnt_sin2cos:inst3|CntOut[7]~7, Cnt_sin2cos:inst3|CntOut[6]~6, Cnt_sin2cos:inst3|CntOut[5]~5, Cnt_sin2cos:inst3|CntOut[4]~4, Cnt_sin2cos:inst3|CntOut[3]~3, Cnt_sin2cos:inst3|CntOut[2]~2, Cnt_sin2cos:inst3|CntOut[1]~1, Cnt_sin2cos:inst3|CntOut[0]~0, PLL:inst20|c0, PLL:inst20|c1, DAT_DAC, DAT_DAC[11], DAT_DAC[10], DAT_DAC[9], DAT_DAC[8], DAT_DAC[7], DAT_DAC[6], DAT_DAC[5], DAT_DAC[4], DAT_DAC[3], DAT_DAC[2], DAT_DAC[1], DAT_DAC[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
210, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 472, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 2972, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
211, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 472, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 2972, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
212, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 472, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2986, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 
213, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 472, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2986, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 
214, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 472, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2986, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 
215, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 475, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2986, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 
216, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 475, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2986, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 
217, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 475, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2998, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
218, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 475, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2998, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
219, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 475, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 2998, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
220, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 474, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2998, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
221, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 474, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2998, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
222, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 474, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 3010, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
223, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 474, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 3010, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
224, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 474, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 3010, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
225, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 477, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 3010, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
226, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 477, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 3010, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
227, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 477, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 3020, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
228, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 477, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 3020, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
229, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 477, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 3020, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
230, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 476, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 3020, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
231, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 476, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 3020, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
232, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 476, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 3030, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
233, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 476, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 3030, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
234, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 476, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 3030, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
235, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 479, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 454, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 3030, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
236, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 479, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 454, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 3030, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
237, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 479, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 454, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 3038, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
238, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 479, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 454, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 3038, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
239, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 479, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 454, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 3038, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
240, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 478, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 455, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 3038, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
241, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 478, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 455, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 3038, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
242, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 478, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 455, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 3046, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
243, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 478, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 455, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 3046, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
244, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 478, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 455, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 3046, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
245, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 481, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 456, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 3046, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
246, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 481, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 456, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 3046, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
247, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 481, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 456, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 3052, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
248, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 481, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 456, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 3052, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
249, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 481, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 456, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 3052, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
250, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 480, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 457, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 3052, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
251, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 480, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 457, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 3052, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
252, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 480, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 457, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 3058, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
253, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 480, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 457, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 3058, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
254, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 480, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 457, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 3058, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
255, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 483, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 458, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 3058, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
256, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 483, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 458, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 3058, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
257, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 483, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 458, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 3063, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
258, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 483, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 458, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 3063, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
259, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 483, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 458, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 3063, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
260, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 482, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 459, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 3063, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
261, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 482, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 459, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 3063, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
262, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 482, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 459, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 3067, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
263, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 482, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 459, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 3067, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
264, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 482, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 459, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 3067, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
265, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 485, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 460, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 3067, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
266, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 485, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 460, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 3067, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
267, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 485, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 460, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 3069, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
268, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 485, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 460, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 3069, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
